journal,year,command,count
the_review,2016,logit,2
the_review,2017,version:probit,2
the_review,2017,version:streg,2
the_review,2017,version:stcox,2
the_review,2017,interflex,2
the_review,2017,ivtobit,2
the_review,2014,xtmelogit,1
the_review,2014,xtdpd,1
the_review,2014,xtregar,1
the_review,2015,xtreg,1
the_review,2015,outreg,1
the_review,2015,psmatch2,1
the_review,2018,xtlogit,1
the_review,2018,interflex,1
the_review,2018,relogit,1
the_review,2019,reghdfe,1
the_review,2016,relogit,1
the_review,2016,xtpoisson,1
the_review,2017,impute,1
the_review,2017,xtivreg,1
the_review,2017,DCdensity,1
the_review,2017,mlogit,1
the_review,2017,xtlogit,1
the_review,2017,tobit,1
restat,2014,regress,2133
restat,2015,regress,2015
restat,2018,regress,1935
restat,2013,regress,1430
restat,2012,regress,1427
restat,2017,regress,1340
restat,2014,ml,1200
restat,2018,areg,911
restat,2014,outreg,853
restat,2012,areg,747
restat,2014,areg,720
restat,2012,xtreg,708
restat,2015,areg,678
restat,2016,regress,540
restat,2019,regress,518
restat,2014,ivreg2,460
restat,2013,outreg,441
restat,2013,xtreg,441
restat,2014,xtreg,439
restat,2015,xtreg,361
restat,2012,outreg,344
restat,2016,areg,305
restat,2018,xtreg,297
restat,2018,outreg,274
restat,2013,areg,271
restat,2018,xtivreg2,269
restat,2014,ivreg,264
restat,2012,ivreg,259
restat,2017,areg,246
restat,2015,probit,202
restat,2019,rdrobust,195
restat,2018,reghdfe,189
restat,2014,cgmreg,186
restat,2017,xtreg,163
restat,2018,ivreg2,159
restat,2011,areg,153
restat,2019,ml,152
restat,2015,ivregress,150
restat,2012,xtabond,148
restat,2011,outreg,145
restat,2015,ivreg2,139
restat,2011,regress,139
restat,2013,ivreg,136
restat,2010,regress,135
restat,2012,ivreg2,132
restat,2012,xtivreg2,128
restat,2016,xtreg,115
restat,2018,dprobit,109
restat,2012,intreg,108
restat,2019,reghdfe,97
restat,2017,ivreg2,97
restat,2016,outreg,93
restat,2014,xtivreg2,91
restat,2012,cgmreg,88
restat,2019,areg,81
restat,2018,clogit,80
restat,2016,ivregress,78
restat,2018,ivregress,77
restat,2015,clogit,73
restat,2013,xtivreg2,72
restat,2011,ivreg,71
restat,2018,ivregress2,70
restat,2013,nl,69
restat,2015,outreg,64
restat,2017,dprobit,64
restat,2014,tobit,61
restat,2015,xtivreg2,60
restat,2013,dprobit,59
restat,2013,probit,58
restat,2016,ols_spatial_HAC,58
restat,2014,svy:regress,54
restat,2010,ivreg,54
restat,2013,ml,54
restat,2014,xtprobit,53
restat,2015,dprobit,53
restat,2017,logit,50
restat,2015,xtabond2,49
restat,2019,ivregress,45
restat,2014,qreg,44
restat,2018,ivreg28,44
restat,2015,ivreg,42
restat,2012,dprobit,41
restat,2014,probit,39
restat,2014,version:ml,39
restat,2015,logit,39
restat,2018,svy:regress,39
restat,2012,probit,39
restat,2019,xtreg,38
restat,2019,ivreg2,38
restat,2017,ml,38
restat,2016,reghdfe,37
restat,2010,xtreg,36
restat,2018,bootstrap:reghdfe,36
restat,2013,biprobit,35
restat,2014,dprobit,34
restat,2017,nl,34
restat,2019,probit,33
restat,2012,ivregress,33
restat,2014,intreg,32
restat,2014,xtabond2,32
restat,2013,ivregress,32
restat,2014,nbreg,31
restat,2017,ivregress,31
restat,2017,reg2hdfe,30
restat,2017,mixed,30
restat,2010,probit,28
restat,2012,var,28
restat,2016,heckman,28
restat,2014,glm,27
restat,2014,ivregress,27
restat,2015,qreg,27
restat,2018,ols_spatial_HAC,27
restat,2018,qreg,27
restat,2017,rd,27
restat,2011,xtreg,26
restat,2011,ivreg2,26
restat,2015,nl,25
restat,2012,vargranger,25
restat,2016,logit,25
restat,2014,streg,24
restat,2014,ivtobit,24
restat,2014,mleval,24
restat,2012,xtnbreg,24
restat,2012,xtabond2,24
restat,2015,biprobit,23
restat,2015,glm,23
restat,2017,reg3,22
restat,2018,xtivreg,21
restat,2013,heckman,21
restat,2016,sureg,21
restat,2016,reg2hdfe,21
restat,2014,heckman,20
restat,2014,spreg,20
restat,2010,areg,19
restat,2010,outreg,19
restat,2013,ologit,19
restat,2012,clogit,19
restat,2012,glm,19
restat,2017,psmatch2,19
restat,2018,reg2hdfespatial,18
restat,2013,oprobit,18
restat,2013,nbreg,18
restat,2016,probit,18
restat,2017,xtivreg,18
restat,2017,xtpoisson,18
restat,2013,ivreg2,17
restat,2017,xtivreg2,17
restat,2017,reghdfe,17
restat,2010,ivreg2,16
restat,2013,tobit,16
restat,2014,nl,15
restat,2018,zinb,15
restat,2013,xtabond2,15
restat,2019,intreg,15
restat,2014,reg3,14
restat,2014,arima,14
restat,2014,asclogit,14
restat,2013,newey,14
restat,2012,logit,14
restat,2012,ologit,14
restat,2013,ivtobit,13
restat,2016,clogit,13
restat,2015,xtivreg,12
restat,2015,reg2hdfe,12
restat,2018,probit,12
restat,2016,xtivreg,12
restat,2014,logit,11
restat,2014,oprobit,11
restat,2014,poisson,11
restat,2015,nbreg,11
restat,2018,logit,11
restat,2018,cgmreg,11
restat,2013,xtprobit,11
restat,2019,dprobit,11
restat,2017,probit,11
restat,2015,bootstrap:areg,10
restat,2015,stcox,10
restat,2013,cnreg,10
restat,2013,xtabond,10
restat,2014,clogit,9
restat,2014,ivprobit,9
restat,2010,xtlogit,9
restat,2015,cgmreg,9
restat,2013,logit,9
restat,2019,mlogit,9
restat,2016,xtivreg2,9
restat,2014,pscore,8
restat,2015,var,8
restat,2015,anova,8
restat,2015,ols_spatial_HAC,8
restat,2012,tobit,8
restat,2017,ivreg,8
restat,2014,bootstrap:xtreg,7
restat,2014,sureg,7
restat,2015,oprobit,7
restat,2018,svy:probit,7
restat,2016,dprobit,7
restat,2016,bootstrap:xtivreg,7
restat,2014,ivreg28,6
restat,2015,sureg,6
restat,2018,rdrobust,6
restat,2018,poisson,6
restat,2013,mlogit,6
restat,2013,stcox,6
restat,2012,biprobit,6
restat,2012,nl,6
restat,2012,cnreg,6
restat,2016,stcox,6
restat,2016,qreg,6
restat,2015,poisson,5
restat,2018,nbreg,5
restat,2011,heckman,5
restat,2011,x_ols,5
restat,2012,xtlogit,5
restat,2012,reg3,5
restat,2012,xttobit,5
restat,2016,ologit,5
restat,2017,ivprobit,5
restat,2014,newey,4
restat,2014,biprobit,4
restat,2014,mlsum,4
restat,2010,xtabond2,4
restat,2015,bootstrap:psmatch2,4
restat,2015,psmatch2,4
restat,2015,xtabond,4
restat,2018,DCdensity,4
restat,2018,stcox,4
restat,2013,cmp,4
restat,2013,xtivreg,4
restat,2013,psmatch2,4
restat,2013,bootstrap:xtnbreg,4
restat,2013,svy:logit,4
restat,2013,cgmreg,4
restat,2019,var,4
restat,2019,vargranger,4
restat,2019,xtabond,4
restat,2012,oprob,4
restat,2012,mlogit,4
restat,2016,xtmixed,4
restat,2017,svy:regress,4
restat,2017,xtlogit,4
restat,2014,stcox,3
restat,2014,xtivreg,3
restat,2014,xttobit,3
restat,2010,logit,3
restat,2018,heckman,3
restat,2018,tobit,3
restat,2018,xtlogit,3
restat,2013,ivregress2,3
restat,2013,sureg,3
restat,2013,arima,3
restat,2012,qreg,3
restat,2012,poisson,3
restat,2014,xtlogit,2
restat,2014,gmm,2
restat,2010,newey,2
restat,2010,nbreg,2
restat,2010,heckman,2
restat,2015,logistic,2
restat,2015,cnsreg,2
restat,2015,gmm,2
restat,2015,newey,2
restat,2018,sem,2
restat,2018,my_ols_spatial_HAC,2
restat,2018,mprobit,2
restat,2018,psmatch2,2
restat,2018,asclogit,2
restat,2011,pscore,2
restat,2011,streg,2
restat,2011,tobit,2
restat,2011,rreg,2
restat,2013,varsoc,2
restat,2013,qreg,2
restat,2013,frontier,2
restat,2013,glm,2
restat,2012,varsoc,2
restat,2012,heckman,2
restat,2016,ivreg2,2
restat,2016,oprobit,2
restat,2016,newey,2
restat,2016,intreg,2
restat,2016,xtologit,2
restat,2017,poisson,2
restat,2017,clogit,2
restat,2014,ologit,1
restat,2014,mprobit,1
restat,2014,mlogit,1
restat,2014,cnreg,1
restat,2014,logistic,1
restat,2010,oprobit,1
restat,2010,xtnbreg,1
restat,2018,xtpoisson,1
restat,2018,rd,1
restat,2018,svy:ivregress,1
restat,2018,bootstrap:xtivreg2,1
restat,2011,stcox,1
restat,2011,probit,1
restat,2011,xtgee,1
restat,2011,qreg,1
restat,2013,poisson,1
restat,2013,bootstrap:eivreg,1
restat,2013,xtmixed,1
restat,2013,pscore,1
restat,2013,xtlogit,1
restat,2013,bootstrap:xtpoisson,1
restat,2013,clogit,1
restat,2019,psmatch2,1
restat,2012,cnsreg,1
restat,2012,xthtaylor,1
restat,2012,bootstrap:xthtaylor,1
restat,2012,xtivreg,1
restat,2012,newey,1
restat,2012,ivtobit,1
restat,2016,nl,1
restat,2016,xtabond2,1
restat,2016,ivprobit,1
restat,2016,xtlogit,1
restat,2016,tobit,1
restat,2017,boxcox,1
restat,2017,DCdensity,1
restat,2017,xtprobit,1
restat,2017,heckman,1
restat,2017,ivregress2,1
restat,2017,gmm,1
restat,2017,impute,1
pan,2011,regress,824
pan,2018,xtreg,662
pan,2011,xtreg,445
pan,2018,regress,425
pan,2011,xthtaylor,312
pan,2018,xtabond,252
pan,2014,regress,173
pan,2014,svy:regress,165
pan,2015,regress,151
pan,2014,svy:logit,134
pan,2018,xtregar,127
pan,2011,logit,79
pan,2017,regress,60
pan,2015,logit,38
pan,2010,regress,33
pan,2014,logit,22
pan,2011,stcox,21
pan,2011,xtgee,20
pan,2011,probit,19
pan,2014,qreg,16
pan,2015,ml,15
pan,2016,regress,15
pan,2010,oprobit,14
pan,2011,relogit,13
pan,2016,areg,13
pan,2014,ivregress,12
pan,2014,nl,12
pan,2010,ml,9
pan,2015,spreg,9
pan,2018,ivregress,8
pan,2016,logit,8
pan,2017,stcox,8
pan,2015,ivreg2,6
pan,2015,ivregress,6
pan,2016,nl,6
pan,2014,probit,5
pan,2015,probit,5
pan,2018,logit,5
pan,2018,xtpcse,5
pan,2011,nl,5
pan,2014,ivreg2,4
pan,2014,mixlogit,4
pan,2015,xtreg,4
pan,2018,ivreg,4
pan,2016,xtpcse,4
pan,2016,xtreg,4
pan,2016,xtivreg,4
pan,2014,estsimp,3
pan,2015,streg,3
pan,2018,areg,3
pan,2011,btscs,3
pan,2019,regress,3
pan,2014,xtmixed,2
pan,2010,biprobit,2
pan,2016,rdrobust,2
pan,2014,clogit,1
pan,2014,dprobit,1
pan,2018,mlogit,1
pan,2019,logit,1
pan,2016,ivregress,1
pan,2016,ivreg2,1
pan,2016,xtgee,1
pan,2017,btscs,1
pan,2017,probit,1
FPA,2016,regress,550
FPA,2016,xtreg,498
FPA,2016,logit,397
FPA,2016,xtpcse,87
FPA,2016,ologit,75
FPA,2016,relogit,49
FPA,2016,xtivreg2,42
FPA,2016,probit,41
FPA,2018,logit,38
FPA,2016,zinb,38
FPA,2017,logit,37
FPA,2016,nbreg,35
FPA,2016,xtgee,30
FPA,2010,xtlogit,24
FPA,2010,xtivreg2,20
FPA,2016,estsimp,20
FPA,2016,areg,18
FPA,2010,heckprob,15
FPA,2016,svy:logit,14
FPA,2010,relogit,12
FPA,2010,probit,11
FPA,2016,reg3,10
FPA,2016,cmp,9
FPA,2016,svy:mlogit,9
FPA,2010,mlogit,8
FPA,2016,heckman,8
FPA,2016,impute,8
FPA,2016,oprobit,7
FPA,2018,probit,6
FPA,2016,xttobit,6
FPA,2016,stcox,6
FPA,2016,anova,6
FPA,2010,logit,5
FPA,2016,poisson,5
FPA,2017,heckprob,5
FPA,2010,heckman,4
FPA,2010,outreg,3
FPA,2016,outreg,3
FPA,2018,stcox,2
FPA,2016,arch,2
FPA,2016,svy:probit,2
FPA,2016,tobit,2
FPA,2010,estsimp,1
FPA,2018,estsimp,1
FPA,2016,ivreg2,1
FPA,2016,mlogit,1
FPA,2016,hetprob,1
FPA,2016,biprobit,1
FPA,2016,heckprob,1
FPA,2016,btscs,1
qje,2018,regress,2697
qje,2018,areg,1124
qje,2017,regress,744
qje,2019,regress,513
qje,2016,regress,475
qje,2018,probit,275
qje,2017,xtreg,269
qje,2017,reghdfe,217
qje,2018,reghdfe,209
qje,2017,areg,192
qje,2019,areg,185
qje,2018,xtreg,165
qje,2019,reghdfe,135
qje,2018,heckman,96
qje,2018,dprobit,94
qje,2017,xtivreg2,84
qje,2017,outreg,81
qje,2018,ivreg2,78
qje,2018,fanreg,76
qje,2018,logit,72
qje,2019,logit,70
qje,2018,gmm,68
qje,2018,ivreg,65
qje,2017,meprobit,63
qje,2018,x_ols,62
qje,2018,mlogit,58
qje,2017,cnreg,57
qje,2018,bootstrap:regress,56
qje,2018,tobit,47
qje,2017,cgmreg,47
qje,2017,rdrobust,44
qje,2017,ivreg2,37
qje,2018,intreg,32
qje,2018,oprobit,32
qje,2018,qreg,30
qje,2017,gmm,25
qje,2019,ivregress,21
qje,2017,probit,19
qje,2019,xtreg,16
qje,2017,mixed,16
qje,2017,newey,15
qje,2019,meqrpoisson,12
qje,2017,qreg,12
qje,2018,var,10
qje,2019,ivreg,10
qje,2017,ivregress,9
qje,2018,ologit,8
qje,2018,bootstrap:qreg,6
qje,2018,newey,6
qje,2018,sureg,6
qje,2017,bootstrap:regress,6
qje,2018,xtivreg2,5
qje,2018,xtmixed,4
qje,2018,cnreg,4
qje,2018,oprob,4
qje,2018,psmatch2,4
qje,2018,pscore,4
qje,2017,bootstrap:qreg,4
qje,2016,dprobit,3
qje,2016,nbreg,3
qje,2017,xtivreg,3
qje,2018,bootstrap:probit,2
qje,2018,impute,2
qje,2018,xtprobit,2
qje,2018,arch,2
qje,2018,ivregress,2
qje,2018,DCdensity,2
qje,2019,ivreg2,2
qje,2017,tobit,2
qje,2017,reg2hdfe,2
qje,2017,xtabond2,1
qje,2017,nl,1
qje,2017,ols_spatial_HAC,1
qje,2017,ivreg,1
qje,2017,bootstrap:sureg,1
isq,2018,logit,1251
isq,2018,regress,1151
isq,2018,xtreg,1149
isq,2018,xtlogit,525
isq,2017,regress,513
isq,2019,xtreg,472
isq,2017,logit,432
isq,2018,tobit,345
isq,2018,xtpcse,335
isq,2018,stcox,319
isq,2018,probit,319
isq,2017,xtreg,246
isq,2017,probit,235
isq,2017,streg,217
isq,2017,stcox,194
isq,2018,mlogit,140
isq,2018,oprobit,140
isq,2018,nbreg,131
isq,2018,areg,120
isq,2007,logit,119
isq,2018,ologit,112
isq,2018,streg,98
isq,2017,xtgee,92
isq,2018,xtnbreg,89
isq,2019,regress,84
isq,2018,estsimp,81
isq,2017,xtpcse,80
isq,2018,xtgee,75
isq,2018,outreg,74
isq,2007,regress,64
isq,2017,xtprobit,56
isq,2017,psmatch2,56
isq,2017,oprobit,55
isq,2018,xtivreg2,53
isq,2017,estsimp,52
isq,2017,nbreg,52
isq,2018,firthlogit,49
isq,2018,poisson,48
isq,2018,newey,45
isq,2019,xtivreg2,45
isq,2007,xtpcse,44
isq,2008,outreg,42
isq,2019,logit,42
isq,2019,probit,42
isq,2017,xtregar,42
isq,2018,relogit,35
isq,2007,probit,34
isq,2008,ologit,34
isq,2018,ml,32
isq,2007,stcox,32
isq,2008,oprobit,32
isq,2018,heckprob,29
isq,2018,xtprobit,28
isq,2017,xtmixed,28
isq,2008,stcox,27
isq,2017,cmp,25
isq,2017,xtabond2,24
isq,2017,xtgls,24
isq,2017,xtlogit,23
isq,2017,glm,23
isq,2018,reg2hdfe,22
isq,2008,xtpcse,22
isq,2018,logistic,20
isq,2019,oprobit,19
isq,2017,xtivreg2,19
isq,2018,ivreg2,18
isq,2008,xtgee,18
isq,2017,tobit,18
isq,2018,xtivreg,17
isq,2018,glm,16
isq,2007,areg,16
isq,2008,regress,16
isq,2018,btscs,15
isq,2018,meqrlogit,15
isq,2017,heckman,15
isq,2018,reg3,14
isq,2018,cmp,14
isq,2017,gllamm,14
isq,2018,heckman,13
isq,2018,reghdfe,13
isq,2009,probit,12
isq,2018,biprobit,11
isq,2007,biprobit,10
isq,2008,xtgls,10
isq,2017,sem,10
isq,2007,btscs,9
isq,2019,zinb,9
isq,2018,xtabond2,8
isq,2018,xtmelogit,8
isq,2018,sureg,8
isq,2008,logit,8
isq,2009,estsimp,7
isq,2007,xtgee,7
isq,2017,clogit,7
isq,2017,ologit,7
isq,2018,powerreg,6
isq,2018,hetprob,6
isq,2018,psmatch2,6
isq,2018,xtmixed,6
isq,2009,xtpcse,6
isq,2007,xtnbreg,6
isq,2019,estsimp,6
isq,2017,mlogit,6
isq,2017,xtivreg,6
isq,2017,heckprobit,6
isq,2018,rologit,5
isq,2018,clogit,5
isq,2018,meoprobit,5
isq,2009,stcox,5
isq,2007,estsimp,5
isq,2007,xtlogit,5
isq,2007,heckprob,5
isq,2017,ivreg2,5
isq,2018,zinb,4
isq,2018,ivprobit,4
isq,2018,bootstrap:ologit,4
isq,2018,sem,4
isq,2009,oprobit,4
isq,2009,mlogit,4
isq,2008,xtregar,4
isq,2019,heckman,4
isq,2017,xtabond,4
isq,2017,areg,4
isq,2017,xtnbreg,4
isq,2017,relogit,4
isq,2018,xtpoisson,3
isq,2018,bootstrap:oprobit,3
isq,2008,streg,3
isq,2019,xtpcse,3
isq,2019,ologit,3
isq,2017,rreg,3
isq,2017,anova,3
isq,2017,heckprob,3
isq,2018,bootstrap:stcox,2
isq,2018,rc_spline,2
isq,2018,mprobit,2
isq,2009,regress,2
isq,2007,rreg,2
isq,2007,ivreg,2
isq,2008,xtlogit,2
isq,2017,btscs,2
isq,2017,bootstrap:xtmixed,2
isq,2017,impute,2
isq,2017,ivtobit,2
isq,2017,zinb,2
isq,2018,anova,1
isq,2018,xttobit,1
isq,2018,version:xtivreg2,1
isq,2018,bootstrap:psmatch2,1
isq,2018,xtgls,1
isq,2009,ivreg,1
isq,2009,heckprob,1
isq,2008,heckman,1
isq,2008,mlogit,1
isq,2019,stcox,1
isq,2017,reg3,1
isq,2017,outreg,1
isq,2017,ivreg,1
researchandpolitics,2016,regress,367
researchandpolitics,2015,regress,288
researchandpolitics,2019,regress,287
researchandpolitics,2016,probit,100
researchandpolitics,2014,regress,99
researchandpolitics,2017,logit,97
researchandpolitics,2016,logit,93
researchandpolitics,2017,regress,86
researchandpolitics,2017,nbreg,71
researchandpolitics,2015,nbreg,69
researchandpolitics,2014,streg,63
researchandpolitics,2014,xtpcse,62
researchandpolitics,2019,mlogit,62
researchandpolitics,2018,ivregress,52
researchandpolitics,2018,regress,39
researchandpolitics,2018,oprobit,34
researchandpolitics,2019,gllamm,33
researchandpolitics,2014,xtreg,32
researchandpolitics,2016,oprobit,32
researchandpolitics,2018,reghdfe,31
researchandpolitics,2015,xtmixed,30
researchandpolitics,2018,logit,30
researchandpolitics,2016,ologit,28
researchandpolitics,2016,impute,27
researchandpolitics,2018,xtreg,25
researchandpolitics,2018,mlogit,23
researchandpolitics,2018,xtlogit,19
researchandpolitics,2019,xtreg,18
researchandpolitics,2019,logit,18
researchandpolitics,2017,mlogit,18
researchandpolitics,2015,ologit,16
researchandpolitics,2017,stcox,16
researchandpolitics,2015,logit,15
researchandpolitics,2015,xtabond2,15
researchandpolitics,2016,stcox,15
researchandpolitics,2015,anova,14
researchandpolitics,2019,xtmixed,14
researchandpolitics,2016,streg,14
researchandpolitics,2014,xtmelogit,13
researchandpolitics,2014,tobit,13
researchandpolitics,2015,probit,13
researchandpolitics,2018,probit,13
researchandpolitics,2016,svy:regress,13
researchandpolitics,2015,xtmelogit,12
researchandpolitics,2019,heckprob,12
researchandpolitics,2016,anova,12
researchandpolitics,2014,mixed,11
researchandpolitics,2019,probit,11
researchandpolitics,2017,oprobit,11
researchandpolitics,2018,bootstrap:reghdfe,10
researchandpolitics,2019,outreg,10
researchandpolitics,2014,stcox,9
researchandpolitics,2017,ivprobit,9
researchandpolitics,2015,estsimp,8
researchandpolitics,2015,oprobit,8
researchandpolitics,2018,asclogit,8
researchandpolitics,2018,ologit,8
researchandpolitics,2016,svy:logit,8
researchandpolitics,2017,ologit,8
researchandpolitics,2014,clogit,7
researchandpolitics,2015,streg,7
researchandpolitics,2018,areg,7
researchandpolitics,2019,nbreg,7
researchandpolitics,2019,areg,7
researchandpolitics,2017,probit,7
researchandpolitics,2019,ologit,6
researchandpolitics,2016,svy:oprobit,6
researchandpolitics,2016,svy:probit,6
researchandpolitics,2016,melogit,6
researchandpolitics,2017,svy:regress,6
researchandpolitics,2014,xtmixed,5
researchandpolitics,2014,probit,5
researchandpolitics,2015,arima,5
researchandpolitics,2018,xtabond2,5
researchandpolitics,2019,xtnbreg,5
researchandpolitics,2019,mixed,5
researchandpolitics,2018,xtivreg2,4
researchandpolitics,2019,rdrobust,4
researchandpolitics,2016,svy:mlogit,4
researchandpolitics,2016,heckman,4
researchandpolitics,2016,mlogit,4
researchandpolitics,2017,svy:logit,4
researchandpolitics,2017,melogit,4
researchandpolitics,2015,outreg,3
researchandpolitics,2018,nbreg,3
researchandpolitics,2019,impute,3
researchandpolitics,2016,xtlogit,3
researchandpolitics,2018,estsimp,2
researchandpolitics,2018,anova,2
researchandpolitics,2016,estsimp,2
researchandpolitics,2017,svy:mlogit,2
researchandpolitics,2017,mixed,2
researchandpolitics,2017,poisson,2
researchandpolitics,2017,impute,2
researchandpolitics,2017,ivreg2,2
researchandpolitics,2017,zinb,2
researchandpolitics,2014,estsimp,1
researchandpolitics,2015,mprobit,1
researchandpolitics,2015,mlogit,1
researchandpolitics,2015,glm,1
researchandpolitics,2018,svy:oprobit,1
researchandpolitics,2018,xtpcse,1
researchandpolitics,2019,estsimp,1
researchandpolitics,2019,btscs,1
researchandpolitics,2019,xtpcse,1
researchandpolitics,2019,xtlogit,1
researchandpolitics,2019,sartsel,1
researchandpolitics,2016,meologit,1
researchandpolitics,2016,xthtaylor,1
researchandpolitics,2016,svy:gsem,1
researchandpolitics,2016,relogit,1
researchandpolitics,2016,sureg,1
researchandpolitics,2016,gllamm,1
researchandpolitics,2017,rd,1
internationalinteractions,2018,logit,486
internationalinteractions,2018,regress,396
internationalinteractions,2015,logit,337
internationalinteractions,2018,xtreg,300
internationalinteractions,2018,probit,295
internationalinteractions,2016,logit,156
internationalinteractions,2018,streg,131
internationalinteractions,2018,nbreg,129
internationalinteractions,2014,logit,112
internationalinteractions,2017,oprobit,110
internationalinteractions,2016,xtreg,107
internationalinteractions,2018,stcox,106
internationalinteractions,2015,probit,105
internationalinteractions,2018,xtabond2,98
internationalinteractions,2015,xtreg,88
internationalinteractions,2018,xtpcse,86
internationalinteractions,2012,stcox,79
internationalinteractions,2016,xtpcse,77
internationalinteractions,2013,arima,76
internationalinteractions,2013,logit,74
internationalinteractions,2016,regress,67
internationalinteractions,2013,xtreg,65
internationalinteractions,2018,xtivreg2,62
internationalinteractions,2012,regress,62
internationalinteractions,2015,estsimp,60
internationalinteractions,2018,cmp,60
internationalinteractions,2018,tobit,60
internationalinteractions,2012,probit,59
internationalinteractions,2017,xtgee,53
internationalinteractions,2018,newey,48
internationalinteractions,2013,regress,47
internationalinteractions,2018,xtlogit,45
internationalinteractions,2013,probit,45
internationalinteractions,2012,ivreg2,44
internationalinteractions,2014,heckprob,41
internationalinteractions,2012,outreg,40
internationalinteractions,2018,xtgee,39
internationalinteractions,2013,relogit,38
internationalinteractions,2013,nbreg,37
internationalinteractions,2013,estsimp,35
internationalinteractions,2013,zinb,34
internationalinteractions,2012,nbreg,34
internationalinteractions,2019,regress,33
internationalinteractions,2017,regress,32
internationalinteractions,2017,logit,32
internationalinteractions,2016,xtgls,31
internationalinteractions,2017,xtreg,30
internationalinteractions,2018,xtnbreg,28
internationalinteractions,2018,ologit,28
internationalinteractions,2018,svar,28
internationalinteractions,2014,probit,27
internationalinteractions,2018,relogit,26
internationalinteractions,2018,heckprob,26
internationalinteractions,2017,xttobit,26
internationalinteractions,2017,gologit2,25
internationalinteractions,2011,logit,24
internationalinteractions,2013,streg,24
internationalinteractions,2016,xtlogit,23
internationalinteractions,2010,logit,22
internationalinteractions,2012,oprobit,22
internationalinteractions,2018,spreg,21
internationalinteractions,2014,relogit,20
internationalinteractions,2018,estsimp,20
internationalinteractions,2011,probit,20
internationalinteractions,2014,xtreg,19
internationalinteractions,2018,xtmelogit,19
internationalinteractions,2012,streg,19
internationalinteractions,2010,stcox,18
internationalinteractions,2015,xtpcse,18
internationalinteractions,2012,logit,18
internationalinteractions,2017,mlogit,18
internationalinteractions,2011,streg,17
internationalinteractions,2019,probit,17
internationalinteractions,2019,xtreg,17
internationalinteractions,2012,biprobit,17
internationalinteractions,2015,nbreg,16
internationalinteractions,2013,btscs,16
internationalinteractions,2013,biprobit,16
internationalinteractions,2012,xtmixed,15
internationalinteractions,2018,poisson,14
internationalinteractions,2011,xtpcse,14
internationalinteractions,2013,xtnbreg,14
internationalinteractions,2016,nbreg,14
internationalinteractions,2017,zinb,14
internationalinteractions,2014,xtnbreg,13
internationalinteractions,2014,zinb,13
internationalinteractions,2014,xtgee,13
internationalinteractions,2015,regress,13
internationalinteractions,2015,stcox,13
internationalinteractions,2015,xtlogit,13
internationalinteractions,2018,xtgls,13
internationalinteractions,2011,stcox,13
internationalinteractions,2017,xtpcse,13
internationalinteractions,2018,logistic,12
internationalinteractions,2012,xtpcse,12
internationalinteractions,2016,ivregress,12
internationalinteractions,2017,tobit,12
internationalinteractions,2010,regress,11
internationalinteractions,2015,ivreg2,11
internationalinteractions,2018,interflex,11
internationalinteractions,2013,xtpcse,11
internationalinteractions,2019,xtregar,11
internationalinteractions,2016,probit,11
internationalinteractions,2018,zinb,10
internationalinteractions,2018,btscs,10
internationalinteractions,2018,reg3,10
internationalinteractions,2016,oprobit,10
internationalinteractions,2017,ologit,10
internationalinteractions,2017,melogit,10
internationalinteractions,2015,biprobit,9
internationalinteractions,2015,tobit,9
internationalinteractions,2015,ologit,8
internationalinteractions,2018,var,8
internationalinteractions,2018,ivregress,8
internationalinteractions,2018,ml,8
internationalinteractions,2018,xtabond,8
internationalinteractions,2013,ivreg2,8
internationalinteractions,2013,newey,8
internationalinteractions,2017,probit,8
internationalinteractions,2017,mixed,8
internationalinteractions,2016,xtgee,7
internationalinteractions,2015,relogit,6
internationalinteractions,2018,oprobit,6
internationalinteractions,2018,biprobit,6
internationalinteractions,2018,xtregar,6
internationalinteractions,2018,impute,6
internationalinteractions,2013,var,6
internationalinteractions,2013,vargranger,6
internationalinteractions,2019,cmp,6
internationalinteractions,2014,regress,5
internationalinteractions,2010,nbreg,5
internationalinteractions,2015,poisson,5
internationalinteractions,2018,sureg,5
internationalinteractions,2012,estsimp,5
internationalinteractions,2012,xtlogit,5
internationalinteractions,2015,xtnbreg,4
internationalinteractions,2015,sureg,4
internationalinteractions,2018,mlogit,4
internationalinteractions,2018,glm,4
internationalinteractions,2018,melogit,4
internationalinteractions,2018,xtivreg,4
internationalinteractions,2018,hetprob,4
internationalinteractions,2013,stcox,4
internationalinteractions,2013,oprobit,4
internationalinteractions,2016,cmp,4
internationalinteractions,2010,probit,3
internationalinteractions,2010,heckprob,3
internationalinteractions,2010,estsimp,3
internationalinteractions,2010,btscs,3
internationalinteractions,2015,heckprob,3
internationalinteractions,2018,hetregress,3
internationalinteractions,2018,bootstrap:xtreg,3
internationalinteractions,2018,reg3hdfe,3
internationalinteractions,2011,estsimp,3
internationalinteractions,2012,btscs,3
internationalinteractions,2012,ologit,3
internationalinteractions,2012,xtreg,3
internationalinteractions,2015,streg,2
internationalinteractions,2015,btscs,2
internationalinteractions,2015,sartsel,2
internationalinteractions,2015,xtprobit,2
internationalinteractions,2018,ivpoisson,2
internationalinteractions,2013,varsoc,2
internationalinteractions,2016,zinb,2
internationalinteractions,2014,ologit,1
internationalinteractions,2010,xtreg,1
internationalinteractions,2015,bootstrap:stcox,1
