year,dataset,command,count
2012,NJCEDK,areg,10
2012,EPF255,xtreg,10
2017,ID6SYF,ivregress,10
2017,NNRVNC,regress,10
2014,14574,areg,9
2014,00234,ivreg,9
2010,52DR9T,xtlogit,9
2015,28641,biprobit,9
2015,28775,regress,9
2015,UJO3WH,regress,9
2015,26800,xtivreg2,9
2015,MJAPQ9,cgmreg,9
2015,210SQS,regress,9
2018,ETS5LV,ivreg2,9
2013,UJNWFN,xtprobit,9
2013,CTKI9J,regress,9
2013,ZDKETT,regress,9
2012,KC2XE6,areg,9
2012,EPF255,xtivreg2,9
2012,CGCSIU,regress,9
2012,EUKMBF,regress,9
2012,EUKMBF,xtreg,9
2012,EUKMBF,xtabond2,9
2016,ZVWOCH,sureg,9
2016,TDSNDK,regress,9
2016,OERHSC,xtivreg2,9
2017,FZWOMK,xtivreg2,9
2017,KKGA79,xtreg,9
2017,LAC9ZB,regress,9
2014,27110,areg,8
2014,27110,ivreg,8
2014,24180,probit,8
2014,24180,ivprobit,8
2014,24180,tobit,8
2014,27514,probit,8
2014,27514,ivreg2,8
2014,ZZ48BK,regress,8
2014,27299,regress,8
2014,26895,areg,8
2014,26259,pscore,8
2015,28802,xtreg,8
2015,MVFMLB,areg,8
2015,28639,var,8
2015,9NOYOV,anova,8
2015,BVWWOQ,xtabond2,8
2015,28945,ols_spatial_HAC,8
2015,28945,regress,8
2015,26764,ivreg,8
2015,27505,regress,8
2018,UYHHFS,regress,8
2018,RCZN4X,areg,8
2018,5JWBXU,regress,8
2018,TNGJ6E,xtreg,8
2018,HNNMQT,ivregress,8
2011,B0Z5VT,regress,8
2013,22932,oprobit,8
2013,KNTTQB,regress,8
2013,JJGI1G,probit,8
2013,MF6NZG,regress,8
2013,GIFITM,ivreg,8
2013,ULGS5H,regress,8
2013,22801,regress,8
2019,8AGDN8,regress,8
2019,7BCE4A,mlogit,8
2012,SEPVIW,xtreg,8
2012,XS4UKI,areg,8
2012,XKETSJ,xtabond,8
2012,LCEITG,ivreg2,8
2012,7QPEIP,areg,8
2012,AMDL12,regress,8
2012,CC42MM,regress,8
2012,CC42MM,tobit,8
2012,C7KPZK,intreg,8
2012,MN8XTU,dprobit,8
2012,CJM3JS,ivreg,8
2016,4LAELO,regress,8
2016,7YJE1Z,ivregress,8
2016,TDSNDK,sureg,8
2016,TDSNDK,areg,8
2017,DZUVZG,probit,8
2017,FFPAXW,ivreg2,8
2014,24588,regress,7
2014,26906,logit,7
2014,26042,bootstrap:xtreg,7
2014,26394,regress,7
2014,25205,regress,7
2010,JF6UVS,regress,7
2015,JSDHFJ,regress,7
2015,27349,xtivreg2,7
2015,21SOIQ,regress,7
2015,27159,oprobit,7
2018,EJ0NF7,reghdfe,7
2018,LEZCZ6,svy:probit,7
2013,T0Q9KP,ivreg,7
2013,CTUDHB,tobit,7
2013,23078,regress,7
2013,WYFVVN,regress,7
2013,JJGI1G,regress,7
2013,NNK8I7,regress,7
2012,HJFWTK,regress,7
2012,KC2XE6,regress,7
2012,OWE9CV,probit,7
2012,ZSQJOM,regress,7
2012,YQDVSL,regress,7
2016,ZVWOCH,regress,7
2016,MVF3YU,regress,7
2016,HNLHPG,xtreg,7
2016,HNLHPG,bootstrap:xtivreg,7
2017,OS3EDE,logit,7
2017,HVONZL,xtreg,7
2017,OX8SKX,ivreg2,7
2014,25293,ivreg2,6
2014,25085,probit,6
2014,26906,ivreg28,6
2014,25496,ivreg,6
2014,27514,poisson,6
2014,27474,xtreg,6
2014,27474,regress,6
2014,25506,sureg,6
2014,25506,regress,6
2014,26894,ml,6
2014,27186,areg,6
2014,27527,regress,6
2014,28390,ivregress,6
2014,25123,regress,6
2010,OYARM2,areg,6
2015,XJI9LO,dprobit,6
2015,67QCH2,regress,6
2015,21SOIQ,sureg,6
2015,BMOWRF,ivreg2,6
2015,26904,xtreg,6
2015,N4TMYQ,xtreg,6
2015,27294,regress,6
2018,CRESIS,xtreg,6
2018,LPZLBF,rdrobust,6
2018,RCZN4X,ivreg2,6
2018,RCLBOF,poisson,6
2018,3MJ7IR,areg,6
2018,ABT3OE,ivregress,6
2013,LK5Z6Z,dprobit,6
2013,RTLK44,oprobit,6
2013,7XP4A7,xtabond,6
2013,UIVLGH,nl,6
2013,G7AOIO,xtreg,6
2013,NNK8I7,mlogit,6
2013,45VM4F,stcox,6
2013,22801,areg,6
2013,22801,xtreg,6
2019,MZUYN3,areg,6
2012,SEPVIW,xtivreg2,6
2012,RR4AYC,nl,6
2012,QQQFMN,areg,6
2012,UJDNLD,regress,6
2012,NPQUVK,outreg,6
2012,BC6GOW,regress,6
2012,BC6GOW,probit,6
2012,VOFHJA,cnreg,6
2012,Y9R8SF,regress,6
2012,YQDVSL,xtreg,6
2012,BMCNEW,areg,6
2016,Q9VQIU,regress,6
2016,MVF3YU,stcox,6
2016,72C3NP,qreg,6
2016,FR9JMK,ivregress,6
2016,QQYHQS,xtreg,6
2017,GHXA9H,regress,6
2017,OS3EDE,regress,6
2017,QNKHZQ,regress,6
2014,27181,regress,5
2014,24481,ivregress,5
2014,24076,regress,5
2010,PKWF1G,xtreg,5
2010,52DR9T,xtreg,5
2015,UJO3WH,dprobit,5
2015,26873,xtreg,5
2015,29522,xtreg,5
2015,26904,poisson,5
2015,26904,glm,5
2018,PYWQYU,nbreg,5
2018,OST8NQ,regress,5
2018,1JNPUA,clogit,5
2018,STFNPY,xtreg,5
2018,G1JEV3,clogit,5
2018,LEZCZ6,svy:regress,5
2018,ABT3OE,ivreg2,5
2018,ABT3OE,areg,5
2011,NHONSD,xtreg,5
2011,NHONSD,heckman,5
2011,M8FCSU,x_ols,5
2013,HQIJNY,xtreg,5
2013,REST_A_00267,regress,5
2013,WM6SDZ,regress,5
2013,UJNWFN,regress,5
2013,UJNWFN,ivreg,5
2019,C8JKBM,probit,5
2019,GJFTDC,regress,5
2019,574HZE,regress,5
2012,G2E8G3,regress,5
2012,DWOALN,regress,5
2012,0IIHRH,logit,5
2012,VOFHJA,probit,5
2012,FA5NPP,ivreg2,5
2012,C7KPZK,xttobit,5
2016,CP3FYH,regress,5
2016,72C3NP,regress,5
2016,26967,dprobit,5
2016,IUJ3VZ,ologit,5
2017,TLSIUF,ivprobit,5
2017,QKP9EJ,xtivreg2,5
2017,NNRVNC,logit,5
2014,28116,ivreg2,4
2014,26865,regress,4
2014,27523,probit,4
2014,27031,xtreg,4
2014,REST_A_00357,ivreg2,4
2014,27893,regress,4
2014,27340,regress,4
2014,27340,newey,4
2014,26717,regress,4
2014,24196,outreg,4
2014,ZZ48BK,xtreg,4
2014,26312,biprobit,4
2014,27184,xtreg,4
2014,26894,mlsum,4
2014,27802,regress,4
2014,26908,heckman,4
2014,27842,probit,4
2014,24567,clogit,4
2014,CWFOFN,regress,4
2010,YE5XZS,regress,4
2010,6BEESP,xtabond2,4
2010,YJ3QDZ,outreg,4
2015,28406,xtreg,4
2015,28522,areg,4
2015,26742,regress,4
2015,29187,regress,4
2015,28641,probit,4
2015,JSDHFJ,nl,4
2015,28051,probit,4
2015,28639,bootstrap:psmatch2,4
2015,28639,psmatch2,4
2015,27831,areg,4
2015,27394,regress,4
2015,BVWWOQ,xtreg,4
2015,BFP2IC,regress,4
2015,26764,xtabond,4
2015,26769,ivreg,4
2015,28627,regress,4
2018,R8SGBQ,probit,4
2018,FGBZCK,logit,4
2018,A7FXQU,logit,4
2018,EJ0NF7,probit,4
2018,HNNMQT,stcox,4
2011,NJH7YO,regress,4
2013,NBEKXN,cmp,4
2013,4S5EFW,tobit,4
2013,4S5EFW,psmatch2,4
2013,CAGFVL,bootstrap:xtnbreg,4
2013,7XP4A7,xtreg,4
2013,KNTTQB,dprobit,4
2013,U17HOB,probit,4
2013,W5DZAJ,regress,4
2013,SHRAOL,svy:logit,4
2013,GIFITM,xtreg,4
2013,5RWA8I,ivregress,4
2013,AAKVGN,cgmreg,4
2013,23576,logit,4
2013,0MLOGV,probit,4
2013,0MLOGV,regress,4
2013,REST_A_00306,xtabond,4
2019,KRUVIQ,var,4
2019,KRUVIQ,vargranger,4
2019,ZKQPK7,xtabond,4
2012,MTQDUN,oprob,4
2012,SFUKMW,areg,4
2012,SFUKMW,ivregress,4
2012,HVX2YP,biprobit,4
2012,G2E8G3,xtreg,4
2012,SOLDNK,dprobit,4
2012,XKETSJ,xtlogit,4
2012,HSLWDN,regress,4
2012,OWE9CV,clogit,4
2012,AMDL12,logit,4
2012,ZSQJOM,areg,4
2012,8PX4XD,ivreg2,4
2012,CJM3JS,xtreg,4
2012,CJM3JS,xtabond,4
2016,39RCOG,reghdfe,4
2016,MVF3YU,xtmixed,4
2016,FDEHZY,sureg,4
2016,ASXOBS,logit,4
2016,N2IA8K,regress,4
2017,SS0AA5,xtivreg,4
2017,2DO8QP,svy:regress,4
